regionNow	mcHistory	mcNow	species	usda_code	family	nonnative	exclude	excludeReason	nameChangeDate
1	0	1	Drosera intermedia	DRIN3	Droseraceae	0			
1	0	0	Dryopteris marginalis	DRMA4	Dryopteridaceae	0			
1	0	0	Draba verna	DRVE2	Brassicaceae	1			
1	1	1	Dulichium arundinaceum	DUAR3	Cyperaceae	0			
1	0	0	Dysphania ambrosioides	DYAM	Chenopodiaceae	1			
1	1	0	Chenopodium botrys	DYBO	Amaranthaceae	1	1	synonym	
1	1	0	Dysphania botrys	DYBO	Chenopodiaceae	1			
1	0	0	Dyssodia papposa	DYPA	Asteraceae	1			
1	1	0	Echinochloa crus-galli	ECCR	Poaceae	1			
1	1	1	Echinocystis lobata	ECLO	Cucurbitaceae	0			
1	0	0	Eclipta prostrata	ECPR	Asteraceae	0			
1	0	0	Echinacea purpurea	ECPU	Asteraceae	0			
1	1	0	Echium vulgare	ECVU	Boraginaceae	1			
1	1	1	Eleocharis acicularis	ELAC	Cyperaceae	0			
1	0	1	Elaeagnus angustifolia	ELAN	Elaeagnaceae	1			
1	1	0	Elymus canadensis	ELCA4	Poaceae	0			
1	1	0	Elodea canadensis	ELCA7	Hydrocharitaceae	0			
1	0	0	Eleocharis compressa	ELCO2	Cyperaceae	0			
1	1	0	Eleocharis erythropoda	ELER	Cyperaceae	0			
1	1	1	Elymus hystrix	ELHY	Poaceae	0			
1	1	0	Eleusine indica	ELIN3	Poaceae	1			
1	0	1	Elodea nuttallii	ELNU2	Hydrocharitaceae	0			
1	1	0	Ellisia nyctelea	ELNY	Boraginaceae	0			
1	0	0	Eleocharis obtusa	ELOB2	Cyperaceae	0			
1	1	1	Eleocharis palustris	ELPA3	Cyperaceae	0			
1	1	1	Elymus repens	ELRE4	Poaceae	1			
1	1	1	Elymus riparius	ELRI	Poaceae	0			
1	0	1	Eleocharis tenuis	ELTE	Cyperaceae	0			
1	0	1	Elaeagnus umbellata	ELUM	Elaeagnaceae	1			
1	1	1	Elymus villosus	ELVI	Poaceae	0			
1	1	1	Elymus virginicus	ELVI3	Poaceae	0			
1	1	1	Enemion biternatum	ENBI	Ranunculaceae	0			
1	1	1	Epilobium coloratum	EPCO	Onagraceae	0			
1	0	1	Epilobium strictum	EPST	Onagraceae	0			
1	1	1	Epifagus virginiana	EPVI2	Orobanchaceae	0			
1	1	0	Equisetum arvense	EQAR	Equisetaceae	0			
1	1	1	Equisetum hyemale	EQHY	Equisetaceae	0			
1	1	1	Equisetum laevigatum	EQLA	Equisetaceae	0			
1	1	1	Erythronium albidum	ERAL9	Liliaceae	0			
1	1	1	Erythronium americanum	ERAM5	Liliaceae	0			
1	1	1	Erigeron annuus	ERAN	Asteraceae	0			
1	1	1	Erigenia bulbosa	ERBU	Apiaceae	0			
1	0	0	Eragrostis capillaris	ERCA	Poaceae	0			
1	0	0	Erysimum cheiranthoides	ERCH9	Brassicaceae	1			
1	1	0	Eragrostis cilianensis	ERCI	Poaceae	1			
1	1	0	Eragrostis frankii	ERFR	Poaceae	0			
1	1	0	Erechtites hieraciifolia	ERHI2	Asteraceae	0			
1	1	1	Eragrostis hypnoides	ERHY	Poaceae	0			
1	1	0	Eragrostis pectinacea	ERPE	Poaceae	0			
1	1	1	Erigeron philadelphicus	ERPH	Asteraceae	0			
1	0	1	Erigeron pulchellus	ERPU	Asteraceae	0			
1	0	0	Erysimum repandum	ERRE4	Brassicaceae	1			
1	1	1	Eragrostis spectabilis	ERSP	Poaceae	0			
1	0	1	Erigeron strigosus	ERST3	Asteraceae	0			
1	0	0	Eriophorum virginicum	ERVI8	Cyperaceae	0			
1	0	0	Eriophorum viridicarinatum	ERVI9	Cyperaceae	0			
1	0	0	Eryngium yuccifolium	ERYU	Apiaceae	0			
1	0	1	Euonymus alatus	EUAL13	Celastraceae	1			
1	0	1	Eupatorium album	EUAL2	Asteraceae	0			
1	1	1	Eupatorium altissimum	EUAL3	Asteraceae	0			
1	1	1	Euonymus atropurpureus	EUAT5	Celastraceae	0			
1	0	0	Euphorbia corollata	EUCO10	Euphorbiaceae	0			
1	1	1	Euphorbia commutata	EUCO8	Euphorbiaceae	0			
1	1	0	Euphorbia cyparissias	EUCY2	Euphorbiaceae	1			
1	0	0	Euphorbia davidii	EUDA5	Euphorbiaceae	1			
1	1	0	Euphorbia dentata	EUDE4	Euphorbiaceae	1			
1	1	1	Euphorbia esula	EUES	Euphorbiaceae	1			
1	1	1	Eutrochium_fistulosum	EUFI14	Asteraceae	0			5/6/2016
1	0	1	Euonymus fortunei	EUFO5	Celastraceae	1			
1	1	0	Euthamia graminifolia	EUGR5	Asteraceae	0			
1	0	1	Euthamia gymnospermoides	EUGY	Asteraceae	0			
1	1	1	Euphorbia marginata	EUMA8	Euphorbiaceae	1			
1	1	0	Eutrochium maculatum	EUMA9	Asteraceae	0			
1	1	1	Euonymus obovatus	EUOB8	Celastraceae	0			
1	1	1	Eupatorium perfoliatum	EUPE3	Asteraceae	0			
1	1	1	Eutrochium purpureum	EUPU21	Asteraceae	0			
1	1	1	Eupatorium serotinum	EUSE2	Asteraceae	0			
1	1	1	Fagus grandifolia	FAGR	Fagaceae	0			
1	1	1	Festuca rubra	FERU2	Poaceae	1			
1	1	1	Festuca subverticillata	FESU3	Poaceae	0			
1	1	0	Fimbristylis autumnalis	FIAU2	Cyperaceae	0			
1	1	1	Filipendula rubra	FIRU2	Rosaceae	0			
1	1	0	Floerkea proserpinacoides	FLPR	Limnanthaceae	0			
1	0	1	Frangula alnus	FRAL4	Rhamnaceae	1			
1	1	1	Fraxinus americana	FRAM2	Oleaceae	0			
1	0	1	Froelichia gracilis	FRGR3	Amaranthaceae	1			
1	1	1	Fraxinus nigra	FRNI	Oleaceae	0			
1	1	1	Fraxinus pennsylvanica	FRPE	Oleaceae	0			
1	1	1	Fraxinus profunda	FRPR	Oleaceae	0			
1	1	1	Fraxinus quadrangulata	FRQU	Oleaceae	0			
1	1	1	Fragaria virginiana	FRVI	Rosaceae	0			
1	1	1	Galium aparine	GAAP2	Rubiaceae	0			
1	0	1	Galium asprellum	GAAS2	Rubiaceae	0			
1	1	0	Gaura biennis	GABI2	Onagraceae	0			
1	1	1	Galium circaezans	GACI2	Rubiaceae	0			
1	1	1	Galium concinnum	GACO3	Rubiaceae	0			
1	1	1	Galium obtusum	GAOB	Rubiaceae	0			
1	1	1	Gaura mollis	GAPA6	Onagraceae	1			
1	0	0	Gamochaeta purpurea	GAPU3	Asteraceae	0			
1	1	0	Galinsoga quadriradiata	GAQU	Asteraceae	1			
1	1	0	Galearis spectabilis	GASP5	Orchidaceae	0			
1	1	1	Galium tinctorium	GATI	Rubiaceae	0			
1	1	1	Galium trifidum	GATR2	Rubiaceae	0			
1	0	1	Galium triflorum	GATR3	Rubiaceae	0			
1	1	0	Gentiana andrewsii	GEAN	Gentianaceae	0			
1	1	0	Geranium carolinianum	GECA5	Geraniaceae	0			
1	1	1	Geum canadense	GECA7	Rosaceae	0			
1	1	1	Geum laciniatum	GELA	Rosaceae	0			
1	1	1	Geranium maculatum	GEMA	Geraniaceae	0			
1	1	0	Gentianella quinquefolia	GEQU2	Gentianaceae	0			
1	0	1	Geranium robertianum	GERO	Geraniaceae	1			
1	0	0	Gentiana saponaria	GESA	Gentianaceae	0			
1	1	1	Geum vernum	GEVE	Rosaceae	0			
1	0	0	Gentianopsis virgata	GEVI6	Gentianaceae	0			
1	0	1	Glechoma hederacea	GLHE2	Lamiaceae	1			
1	1	1	Glyceria septentrionalis	GLSE3	Poaceae	0			
1	1	0	Glyceria striata	GLST	Poaceae	0			
1	1	1	Gleditsia triacanthos	GLTR	Fabaceae	0			
1	1	1	Gratiola neglecta	GRNE	Plantaginaceae	0			
1	1	0	Grindelia squarrosa	GRSQ	Asteraceae	1			
1	1	0	Gymnocladus dioicus	GYDI	Fabaceae	0			
1	1	1	Hasteola suaveolens	HASU3	Asteraceae	0			
1	1	1	Hackelia virginiana	HAVI2	Boraginaceae	0			
1	0	1	Hamamelis virginiana	HAVI4	Hamamelidaceae	0			
1	1	1	Heuchera americana	HEAM6	Saxifragaceae	0			
1	1	1	Helianthus annuus	HEAN3	Asteraceae	0			
1	1	1	Helenium autumnale	HEAU	Asteraceae	0			
1	1	1	Helianthus decapetalus	HEDE	Asteraceae	0			
1	0	1	Helianthus divaricatus	HEDI2	Asteraceae	0			
1	0	1	Hemerocallis fulva	HEFU	Hemerocallidaceae	1			
1	1	1	Helianthus giganteus	HEGI	Asteraceae	0			
1	1	0	Helianthus grosseserratus	HEGR4	Asteraceae	0			
1	0	0	Hedera helix	HEHE	Araliaceae	1			
1	1	1	Heliopsis helianthoides	HEHE5	Asteraceae	0			
1	0	0	Helianthus hirsutus	HEHI2	Asteraceae	0			
1	1	0	Hesperis matronalis	HEMA3	Brassicaceae	1			
1	1	0	Heracleum maximum	HEMA80	Apiaceae	0			
1	1	1	Helianthus microcephalus	HEMI3	Asteraceae	0			
1	1	1	Helianthus mollis	HEMO2	Asteraceae	0			
1	1	1	Hepatica nobilis	HENO2	Ranunculaceae	0			
1	0	0	Helianthus pauciflorus	HEPA19	Asteraceae	0			
1	0	0	Helianthus petiolaris	HEPE	Asteraceae	1			
1	1	0	Hedeoma pulegioides	HEPU	Lamiaceae	0			
1	0	0	Helianthus strumosus	HEST	Asteraceae	0			
1	1	1	Helianthus tuberosus	HETU	Asteraceae	0			
1	0	1	Hibiscus laevis	HILA2	Malvaceae	0			
1	0	1	Hibiscus moscheutos	HIMO	Malvaceae	0			
1	1	1	Hibiscus trionum	HITR	Malvaceae	1			
1	1	1	Hordeum jubatum	HOJU	Poaceae	0			
1	1	1	Houstonia longifolia	HOLO	Rubiaceae	0			
1	0	1	Hordeum pusillum	HOPU	Poaceae	1			
1	0	0	Houstonia purpurea	HOPU2	Rubiaceae	0			
1	0	1	Hosta ventricosa	HOVE	Agavaceae	1			
1	0	0	Humulus japonicus	HUJA	Cannabaceae	1			
1	1	1	Humulus lupulus	HULU	Cannabaceae	0			
1	1	1	Hydrophyllum appendiculatum	HYAP	Boraginaceae	0			
1	1	1	Hydrangea arborescens	HYAR	Hydrangeaceae	0			
1	0	1	Hypericum ascyron	HYAS80	Hypericaceae	0			
1	0	0	Hypericum boreale	HYBO2	Hypericaceae	0			
1	1	1	Hydrastis canadensis	HYCA	Ranunculaceae	0			
1	1	1	Hydrophyllum canadense	HYCA3	Boraginaceae	0			
1	0	0	Hypericum canadense	HYCA7	Hypericaceae	0			
1	1	0	Hybanthus concolor	HYCO6	Violaceae	0			
1	0	0	Hypoxis hirsuta	HYHI2	Hypoxidaceae	0			
1	1	1	Hydrophyllum macrophyllum	HYMA	Boraginaceae	0			
1	1	0	Hypericum mutilum	HYMU	Hypericaceae	0			
1	0	1	Hydrangea paniculata	HYPA	Hydrangeaceae	1			
1	1	1	Hypericum perforatum	HYPE	Hypericaceae	1			
1	0	1	Hypericum prolificum	HYPR	Hypericaceae	0			
1	1	0	Hypericum punctatum	HYPU	Hypericaceae	0			
1	0	1	Hypericum sphaerocarpum	HYSP2	Hypericaceae	0			
1	1	1	Hydrophyllum virginianum	HYVI	Boraginaceae	0			
1	0	0	Ilex opaca	ILOP	Aquifoliaceae	0			
1	0	1	Ilex verticillata	ILVE	Aquifoliaceae	0			
1	1	0	Impatiens capensis	IMCA	Balsaminaceae	0			
1	1	1	Impatiens pallida	IMPA	Balsaminaceae	0			
1	1	1	Inula helenium	INHE	Asteraceae	1			
1	1	1	Iodanthus pinnatifidus	IOPI	Brassicaceae	0			
1	0	1	Ipomoea hederacea	IPHE	Convolvulaceae	1			
1	0	1	Ipomoea pandurata	IPPA	Convolvulaceae	0			
1	0	1	Ipomoea purpurea	IPPU2	Convolvulaceae	1			
1	0	1	Iris brevicaulis	IRBR2	Iridaceae	0			
1	0	0	Iris germanica	IRGE	Iridaceae	1			
1	1	1	Iris virginica	IRVI	Iridaceae	0			
1	1	1	Jeffersonia diphylla	JEDI	Berberidaceae	0			
1	1	1	Juncus acuminatus	JUAC	Juncaceae	0			
1	1	1	Justicia americana	JUAM	Acanthaceae	0			
1	0	0	Juncus brachycephalus	JUBR2	Juncaceae	0			
1	1	0	Juncus canadensis	JUCA3	Juncaceae	0			
1	0	1	Juglans cinerea	JUCI	Juglandaceae	0			
1	0	0	Juncus dudleyi	JUDU2	Juncaceae	0			
1	0	1	Juncus effusus	JUEF	Juncaceae	0			
1	0	1	Juglans nigra	JUNI	Juglandaceae	0			
1	0	1	Juncus nodosus	JUNO2	Juncaceae	0			
1	1	0	Juncus tenuis	JUTE	Juncaceae	0			
1	1	1	Juncus torreyi	JUTO	Juncaceae	0			
1	0	0	Juniperus virginiana	JUVI	Cupressaceae	0			
1	0	1	Krigia biflora	KRBI	Asteraceae	0			
1	0	0	Kummerowia stipulacea	KUST	Fabaceae	1			
1	1	0	Kyllinga pumila	KYPU	Cyperaceae	1			
1	1	1	Lamium amplexicaule	LAAM	Lamiaceae	1			
1	0	0	Lactuca biennis	LABI	Asteraceae	0			
1	1	1	Lactuca canadensis	LACA	Asteraceae	0			
1	1	1	Laportea canadensis	LACA3	Urticaceae	0			
1	0	0	Lapsana communis	LACO	Asteraceae	1			
1	1	1	Lactuca floridana	LAFL	Asteraceae	0			
1	0	1	Lathyrus latifolius	LALA4	Fabaceae	1			
1	1	1	Lathyrus palustris	LAPA4	Fabaceae	0			
1	1	1	Lamium purpureum	LAPU2	Lamiaceae	1			
1	1	1	Lactuca saligna	LASA	Asteraceae	1			
1	0	0	Lactuca sativa	LASA3	Asteraceae	1			
1	1	0	Lactuca serriola	LASE	Asteraceae	1			
1	1	1	Lappula squarrosa	LASQ	Boraginaceae	1			
1	1	0	Leonurus cardiaca	LECA2	Lamiaceae	1			
1	1	1	Lepidium campestre	LECA5	Brassicaceae	1			
1	0	1	Lespedeza capitata	LECA8	Fabaceae	0			
1	0	0	Lespedeza cuneata	LECU	Fabaceae	1			
1	1	1	Lepidium densiflorum	LEDE	Brassicaceae	1			
1	0	0	Lespedeza frutescens	LEFR5	Fabaceae	0			
1	0	0	Leersia lenticularis	LELE2	Poaceae	0			
1	0	1	Lemna minor	LEMI3	Araceae	0			
1	0	0	Leucospora multifida	LEMU	Plantaginaceae	0			
1	1	0	Leersia oryzoides	LEOR	Poaceae	0			
1	0	1	Lemna trisulca	LETR	Araceae	0			
1	1	1	Leersia virginica	LEVI2	Poaceae	0			
1	1	0	Lepidium virginicum	LEVI3	Brassicaceae	0			
1	0	0	Lespedeza violacea	LEVI6	Fabaceae	0			
1	1	0	Leucanthemum vulgare	LEVU	Asteraceae	1			
1	1	0	Lindera benzoin	LIBE3	Lauraceae	0			
1	0	1	Lithospermum canescens	LICA12	Boraginaceae	0			
1	1	1	Lindernia dubia	LIDU	Linderniaceae	0			
1	1	0	Lithospermum latifolium	LILA2	Boraginaceae	0			
1	1	1	Liparis liliifolia	LILI3	Orchidaceae	0			
1	0	0	Liparis loeselii	LILO	Orchidaceae	0			
1	1	0	Lipocarpha micrantha	LIMI12	Cyperaceae	0			
1	1	1	Lilium michiganense	LIMI9	Liliaceae	0			
1	0	0	Ligustrum obtusifolium	LIOB	Oleaceae	1			
1	0	1	Liatris spicata	LISP	Asteraceae	0			
1	0	0	Liquidambar styraciflua	LIST2	Altingiaceae	0			
1	1	1	Liriodendron tulipifera	LITU	Magnoliaceae	0			
1	1	1	Linaria vulgaris	LIVU2	Plantaginaceae	1			
1	0	1	Lonicera xbella	LOBE	Caprifoliaceae	1			
1	1	1	Lobelia cardinalis	LOCA2	Campanulaceae	0			
1	0	1	Lotus corniculatus	LOCO6	Fabaceae	1			
1	1	0	Lobelia inflata	LOIN	Campanulaceae	0			
1	0	1	Lonicera japonica	LOJA	Caprifoliaceae	1			
1	0	1	Lobelia kalmii	LOKA	Campanulaceae	0			
1	0	1	Lonicera maackii	LOMA6	Caprifoliaceae	1			
1	0	1	Lonicera morrowii	LOMO2	Caprifoliaceae	0			
1	1	0	Lolium perenne	LOPE	Poaceae	1			
1	1	0	Lobelia siphilitica	LOSI	Campanulaceae	0			
1	0	1	Lobelia spicata	LOSP	Campanulaceae	0			
1	0	1	Lonicera tatarica	LOTA	Caprifoliaceae	1			
1	0	1	Lunaria annua	LUAN	Brassicaceae	1			
1	0	1	Luzula echinata	LUEC	Juncaceae	0			
1	0	0	Luzula multiflora	LUMU2	Juncaceae	0			
1	1	1	Ludwigia palustris	LUPA	Onagraceae	0			
1	1	1	Ludwigia peploides	LUPE5	Onagraceae	1			
1	1	0	Lythrum alatum	LYAL4	Lythraceae	0			
1	1	0	Lycopus americanus	LYAM	Lamiaceae	0			
1	1	0	Lycium barbarum	LYBA4	Solanaceae	1			
1	1	1	Lysimachia ciliata	LYCI	Myrsinaceae	0			
1	1	1	Lysimachia hybrida	LYHY	Myrsinaceae	0			
1	1	0	Lysimachia lanceolata	LYLA	Myrsinaceae	0			
1	1	1	Lysimachia nummularia	LYNU	Myrsinaceae	1			
1	1	1	Lysimachia quadriflora	LYQU	Myrsinaceae	0			
1	0	0	Lysimachia quadrifolia	LYQU1	Myrsinaceae	0			
1	0	1	Lycopus rubellus	LYRU	Lamiaceae	0			
1	1	0	Lythrum salicaria	LYSA2	Lythraceae	1			
1	0	0	Lysimachia thyrsiflora	LYTH2	Myrsinaceae	0			
1	1	0	Lycopus uniflorus	LYUN	Lamiaceae	0			
1	1	1	Lycopus virginicus	LYVI4	Lamiaceae	0			
1	0	1	Magnolia acuminata	MAAC	Magnoliaceae	0			
1	0	1	Malus coronaria	MACO5	Rosaceae	0			
1	0	0	Matricaria discoidea	MADI6	Asteraceae	1			
1	1	0	Malva neglecta	MANE	Malvaceae	1			
1	1	1	Maclura pomifera	MAPO	Moraceae	1			
1	1	0	Maianthemum racemosum	MARA7	Ruscaceae	0			
1	1	1	Maianthemum stellatum	MAST4	Ruscaceae	0			
1	1	1	Mentha arvensis	MEAR4	Lamiaceae	1			
1	1	1	Menispermum canadense	MECA3	Menispermaceae	0			
1	1	1	Medicago lupulina	MELU	Fabaceae	1			
1	1	1	Melilotus officinalis	MEOF	Fabaceae	1			
1	1	0	Mentha xpiperita	MEPI	Lamiaceae	1			
1	1	1	Medicago sativa	MESA	Fabaceae	1			
1	1	1	Mentha spicata	MESP3	Lamiaceae	1			
1	0	1	Medeola virginiana	MEVI3	Liliaceae	0			
1	1	1	Mertensia virginica	MEVI3	Boraginaceae	0			
1	1	1	Mimulus alatus	MIAL2	Phrymaceae	0			
1	1	1	Mitella diphylla	MIDI3	Saxifragaceae	0			
1	1	1	Mirabilis nyctaginea	MINY	Nyctaginaceae	1			
1	1	1	Mimulus ringens	MIRI	Phrymaceae	0			
1	1	0	Morus alba	MOAL	Moraceae	1			
1	1	1	Monarda clinopodia	MOCL	Lamiaceae	0			
1	1	1	Monarda fistulosa	MOFI	Lamiaceae	0			
1	0	1	Monotropa hypopithys	MOHY3	Ericaceae	0			
1	1	1	Morus rubra	MORU2	Moraceae	0			
1	0	1	Monotropa uniflora	MOUN3	Ericaceae	0			
1	0	1	Mollugo verticillata	MOVE	Molluginaceae	1			
1	0	0	Muscari botryoides	MUBO	Hyacinthaceae	1			
1	0	1	Muhlenbergia frondosa	MUFR2	Poaceae	0			
1	1	1	Muhlenbergia mexicana	MUME2	Poaceae	0			
1	1	1	Muhlenbergia schreberi	MUSC	Poaceae	0			
1	0	1	Muhlenbergia sobolifera	MUSO	Poaceae	0			
1	0	0	Muhlenbergia tenuiflora	MUTE	Poaceae	0			
1	0	1	Myosotis scorpioides	MYSC	Boraginaceae	1			
1	1	1	Nasturtium officinale	NAOF	Brassicaceae	1			
1	0	0	Narcissus poeticus	NAPO	Amaryllidaceae1	1			
1	0	1	Narcissus pseudonarcissus	NAPS	Amaryllidaceae	1			
1	0	1	Rorippa_aquatica	NEAQ2	Brassicaceae	0			5/6/2016
1	1	0	Nepeta cataria	NECA2	Lamiaceae	1			
1	0	1	Nicandra physalodes	NIPH	Solanaceae	1			
1	0	0	Nuphar advena	NULU	Nymphaeaceae	0			
1	1	1	Nuphar lutea	NULU	Nymphaeaceae	0			
1	0	0	Nymphaea odorata	NYOD	Nymphaeaceae	0			
1	1	1	Nyssa sylvatica	NYSY	Nyssaceae	0			
1	1	1	Oenothera biennis	OEBI	Onagraceae	0			
1	0	1	Oenothera fruticosa	OEFR	Onagraceae	0			
1	1	0	Oenothera laciniata	OELA	Onagraceae	0			
1	0	0	Oenothera nutans	OENU2	Onagraceae	0			
1	0	0	Oenothera pilosella	OEPI2	Onagraceae	0			
1	1	0	Oenothera speciosa	OESP2	Onagraceae	1			
1	0	1	Solidago ohioense	OLOH	Asteraceae	0			5/6/2016
1	0	0	Solidago rigidum	OLRI	Asteraceae	0			5/6/2016
1	0	0	Solidago riddellii	OLRI2	Asteraceae	0			5/6/2016
1	0	1	Onosmodium bejariense	ONBE	Boraginaceae	0			
1	1	0	Onoclea sensibilis	ONSE	Dryopteridaceae	0			
1	1	0	Ophioglossum vulgatum	OPVU	Ophioglossaceae	0			
1	1	1	Orbexilum onobrychis	ORON	Fabaceae	0			
1	1	0	Ornithogalum umbellatum	ORUM	Hyacinthaceae	1			
1	0	1	Osmunda cinnamomea	OSCI	Osmundaceae	0			
1	1	1	Osmorhiza claytonii	OSCL	Apiaceae	0			
1	1	1	Osmorhiza longistylis	OSLO	Apiaceae	0			
1	0	0	Osmunda regalis	OSRE	Osmundaceae	0			
1	1	0	Ostrya virginiana	OSVI	Betulaceae	0			
1	0	1	Oxalis grandis	OXGR	Oxalidaceae	0			
1	1	0	Oxypolis rigidior	OXRI	Apiaceae	0			
1	1	1	Oxalis stricta	OXST	Oxalidaceae	0			
1	1	1	Oxalis violacea	OXVI	Oxalidaceae	0			
1	1	1	Packera aurea	PAAU3	Asteraceae	0			
1	0	0	Paronychia canadensis	PACA11	Caryophyllaceae	0			
1	1	1	Panicum capillare	PACA6	Poaceae	0			
1	0	1	Panicum dichotomiflorum	PADI	Poaceae	0			
1	0	0	Paronychia fastigiata	PAFA3	Caryophyllaceae	0			
1	1	1	Panicum gattingeri	PAGA	Poaceae	0			
1	1	1	Packera glabella	PAGL17	Asteraceae	1			
1	0	1	Parnassia glauca	PAGL3	Parnassiaceae	0			
1	0	0	Parthenium integrifolium	PAIN3	Asteraceae	0			
1	1	0	Paspalum laeve	PALA10	Poaceae	0			
1	1	0	Passiflora lutea	PALU2	Passifloraceae	0			
1	1	1	Packera obovata	PAOB6	Asteraceae	0			
1	1	1	Parietaria pensylvanica	PAPE5	Urticaceae	0			
1	1	0	Panicum philadelphicum	PAPH	Poaceae	0			
1	1	1	Panax quinquefolius	PAQU	Araliaceae	0			
1	1	0	Parthenocissus quinquefolia	PAQU2	Vitaceae	0			
1	0	0	Panicum rigidulum	PARI4	Poaceae	0			
1	1	0	Pastinaca sativa	PASA2	Apiaceae	1			
1	1	0	Paspalum setaceum	PASE5	Poaceae	0			
1	1	1	Pascopyrum smithii	PASM	Poaceae	0			
1	1	0	Panicum virgatum	PAVI2	Poaceae	0			
1	0	1	Pedicularis canadensis	PECA	Orobanchaceae	0			
1	1	0	Penstemon calycosus	PECA7	Plantaginaceae	0			
1	1	1	Penstemon deamii	PEDE10	Plantagninaceae	0			
1	1	1	Penstemon digitalis	PEDI	Plantaginaceae	0			
1	0	1	Perilla frutescens	PEFR4	Lamiaceae	1			
1	1	0	Pennisetum glaucum	PEGL2	Poaceae	1			
1	1	1	Penstemon hirsutus	PEHI	Plantaginaceae	0			
1	0	0	Pedicularis lanceolata	PELA2	Orobanchaceae	0			
1	1	0	Penstemon pallidus	PEPA7	Plantaginaceae	0			
1	1	0	Penthorum sedoides	PESE6	Penthoraceae	0			
1	1	1	Phytolacca americana	PHAM4	Phytolaccaceae	0			
1	0	0	Phalaris arundinacea	PHAR3	Poaceae	0			
1	0	0	Phragmites australis	PHAU7	Poaceae	0			
1	1	0	Phacelia bipinnatifida	PHBI2	Hydrophyllaceae	0			
1	0	1	Phlox bifida	PHBI3	Polemoniaceae	0			
1	1	0	Phlox divaricata	PHDI5	Polemoniaceae	0			
1	1	1	Photinia floribunda	PHFL9	Rosaceae	0			
1	0	1	Phlox glaberrima	PHGL4	Polemoniaceae	0			
1	0	1	Phegopteris hexagonoptera	PHHE11	Thelypteridaceae	0			
1	0	1	Physalis heterophylla	PHHE5	Solanaceae	0			
1	1	1	Phyla lanceolata	PHLA3	Verbenaceae	0			
1	1	1	Phryma leptostachya	PHLE5	Phrymaceae	0			
1	1	1	Physalis longifolia	PHLO4	Solanaceae	0			
1	0	0	Phlox maculata	PHMA4	Polemoniaceae	0			
1	1	0	Photinia melanocarpa	PHME13	Rosaceae	0			
1	1	1	Physocarpus opulifolius	PHOP	Rosaceae	0			
1	1	1	Phlox paniculata	PHPA9	Polemoniaceae	1			
1	0	1	Phlox pilosa	PHPI	Polemoniaceae	0			
1	1	1	Phleum pratense	PHPR3	Poaceae	1			
1	1	1	Phacelia purshii	PHPU3	Boraginaceae	0			
1	0	0	Phlox subulata	PHSU3	Polemoniaceae	1			
