region	MC Hist	MC Now	Species	Family	Status	Growth form	Life form	Life Span	Clonality 	Spinescence	Leaf Periodicity 1=evergreen 2=deciduous 3=semi-evergreen	Dispersal mode	Pollination System	FOREST	WOODLAND	SCRUBLAND	DWARF SCRUB	NATURAL GRASSLAND	SEMI-NATURAL GRASSLAND	COASTAL DUNES	H2O FRESH	H2O SALINE	DESERT	RIPARIAN	ANTHROPOGNEIC	AGRICULTURAL	
1	0	0	Carex tenera	Cyperaceae	0	3	3	3	1	0	2	"1,2"	0			1					1						2
1	1	1	Carex tribuloides	Cyperaceae	0	3	3	3	1	0	2	2	0		1						1						2
1	0	1	Carex trichocarpa	Cyperaceae	0	3	4	3	3	0	2	2	0								1						1
1	0	0	Carex umbellata	Cyperaceae	0	3	3	3	1	0	2	1	0	1	1												2
1	1	0	Carex utriculata	Cyperaceae	0	3	4	3	3	0	2	"1,2"	0								1						1
1	1	1	Carex vulpinoidea	Cyperaceae	0	3	4	3	3	0	2	2	0								1						1
1	0	0	Carex willdenowii	Cyperaceae	0	3	3	3	1	0	2	"1,2"	0		1												1
1	0	0	Carex woodii	Cyperaceae	0	3	4	3	3	0	2	2	0		1												1
1	1	1	Carpinus caroliniana	Betulaceae	0	5	1	3	1	0	2	2	0		1						1						2
1	1	1	Carya cordiformis	Juglandaceae	0	5	1	3	1	0	2	5	0	1	1												2
1	0	1	Carya glabra	Juglandaceae	0	5	1	3	1	0	2	5	0	1	1												2
1	1	1	Carya laciniosa	Juglandaceae	0	5	1	3	1	0	2	5	0											1			1
1	1	1	Carya ovata	Juglandaceae	0	5	1	3	1	0	2	5	0	1	1												2
1	0	1	Carya tomentosa	Juglandaceae	0	5	1	3	1	0	2	5	0	1	1												2
1	0	1	Catalpa bignonioides	Bignoniaceae	1	5	1	3	1	0	2	2	1		1										1		2
1	0	1	Catalpa speciosa	Bignoniaceae	1	5	1	3	1	0	2	2	1											1			1
1	1	1	Caulophyllum thalictroides	Berberidaceae	0	1	4	3	3	0	2	3	1	1	1												2
1	0	0	Ceanothus americanus	Rhamnaceae	0	4	1	3	1	0	2	3	1		1	1			1								3
1	0	1	Celastrus orbiculatus	Celastraceae	1	8	1	3	1	0	2	3	1	1	1	1											3
1	1	1	Celastrus scandens	Celastraceae	0	8	1	3	1	0	2	3	1			1											1
1	1	1	Celtis occidentalis	Cannabaceae	0	5	1	3	1	0	2	3	0											1			1
1	0	0	Cenchrus longispinus	Poaceae	0	3	5	1	1	0	2	4	0						1						1		2
1	1	0	Cenchrus spinifex	Poaceae	0	3	3	"1,3"	1	0	2	4	0												1		1
1	0	1	Centaurea stoebe	Asteraceae	1	1	3	"2,3"	1	0	2	4	1						1						1		2
1	1	1	Cephalanthus occidentalis	Rubiaceae	0	4	1	3	1	0	2	1	1								1			1			2
1	1	1	Cerastium fontanum	Caryophyllaceae	1	1	5	"2,3"	2	0	2	1	1	1					1						1		3
1	1	0	Cerastium nutans	Caryophyllaceae	0	1	5	"1,3"	1	0	2	1	1			1			1								2
1	0	0	Ceratophyllum demersum	Ceratophyllaceae	0	10	7	3	2	0	2	6	0								1			1	1		3
1	1	1	Cercis canadensis	Fabaceae	0	5	1	3	1	0	2	2	1	1	1												2
1	1	0	Chaenorhinum minus	Plantaginaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	1	0	Chaerophyllum procumbens	Apiaceae	0	1	5	1	1	0	2	1	1	1	1												2
1	1	1	Chaerophyllum tainturieri	Apiaceae	0	1	5	1	1	0	2	"1,2"	"0,1"			1		1						1			3
1	0	0	Chamaecrista fasciculata	Fabaceae	0	1	5	1	1	0	2	3	1			1			1						1		3
1	1	0	Euphorbia maculata	Euphorbiaceae	0	1	5	1	1	0	2	4	1		1				1						1		3
1	1	0	Chasmanthium latifolium	Poaceae	1	3	4	3	3	0	2	1	0	1	1									1			3
1	0	0	Chelidonium majus	Papaveraceae	1	1	3	2	1	0	2	4	1						1						1		2
1	1	0	Chelone glabra	Plantaginaceae	0	1	3	3	1	0	2	1	1	1	1												2
1	1	1	Chelone obliqua	Plantaginaceae	0	1	3	3	1	0	2	1	1	1	1												2
1	0	1	Chenopodium album	Amaranthaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	0	0	Chenopodium glaucum	Amaranthaceae	1	1	5	1	1	0	2	1	1						1	1		1			1		4
1	1	0	Chenopodium murale	Amaranthaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	0	0	Chenopodium simplex	Amaranthaceae	0	1	5	1	1	0	2	1	1	1	1										1		3
1	1	0	Chenopodium standleyanum	Amaranthaceae	0	1	5	1	1	0	2	1	1		1												1
1	1	0	Chenopodium urbicum	Amaranthaceae	1	1	5	1	1	0	2	1	1			1				1							2
1	1	1	Cichorium intybus	Asteraceae	1	1	5	"2,3"	1	0	2	2	1						1						1		2
1	1	1	Cicuta maculata	Apiaceae	0	1	3	"2,3"	1	0	2	6	1								1						1
1	1	1	Cinna arundinacea	Poaceae	0	3	3	3	1	0	2	1	0	1	1												2
1	1	1	Circaea lutetiana	Onagraceae	0	1	4	3	3	0	2	4	1	1	1												2
1	1	0	Cirsium altissimum	Asteraceae	0	1	3	2	1	1	2	2	1		1				1					1			3
1	1	1	Cirsium arvense	Asteraceae	1	1	4	3	3	1	2	2	1						1						1		2
1	1	1	Cirsium discolor	Asteraceae	0	1	3	"2,3"	1	1	2	2	1		1				1					1			3
1	1	0	Cirsium muticum	Asteraceae	0	1	3	2	1	1	2	2	1			1						1					2
1	0	1	Cirsium vulgare	Asteraceae	1	1	5	2	1	1	2	2	1						1						1		2
1	1	1	Claytonia virginica	Montiaceae	0	1	4	3	3	0	2	4	1	1	1				1								3
1	1	0	Clematis viorna	Ranunculaceae	1	8	3	3	1	0	2	1	1		1									1			2
1	1	1	Clematis virginiana	Ranunculaceae	0	8	1	3	1	0	2	2	1		1	1			1								3
1	1	0	Collinsia verna	Plantaginaceae	0	1	3	1	1	0	2	1	1		1									1			2
1	1	1	Collinsonia canadensis	Lamiaceae	0	1	4	3	3	0	2	2	1	1	1												2
1	0	0	Comandra umbellata	Santalaceae	0	9	4	3	3	0	2	3	1		1				1				1				3
1	1	0	Comarum palustre	Rosaceae	0	1	4	3	3	0	2	1	1								1			1			2
1	1	1	Commelina communis	Commelinaceae	1	1	5	1	3	0	2	1	1						1						1		2
1	0	1	Conium maculatum	Apiaceae	1	1	3	2	1	0	2	6	1						1					1	1		3
1	1	1	Conoclinium coelestinum	Asteraceae	1	1	4	3	3	0	2	2	1		1				1					1			3
1	1	1	Conopholis americana	Orobanchaceae	0	9	4	3	3	0	2	1	1	1	1												2
1	0	0	Conringia orientalis	Brassicaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	0	1	Convallaria majalis	Ruscaceae	1	1	4	3	3	0	2	3	1						1						1		2
1	1	1	Convolvulus arvensis	Convolvulaceae	1	8	4	3	3	0	2	1	1						1						1		2
1	0	1	Conyza canadensis	Asteraceae	0	1	5	"1,2"	1	0	2	2	1						1						1		2
1	0	0	Corallorhiza odontorhiza	Orchidaceae	0	9	4	3	3	0	2	2	1		1												1
1	0	1	Coreopsis lanceolata	Asteraceae	0	1	3	3	1	0	2	1	1		1				1								2
1	0	0	Coreopsis tripteris	Asteraceae	0	1	3	3	3	0	2	1	1		1												1
1	1	0	Cornus alternifolia	Cornaceae	0	4	1	3	1	0	2	3	1	1	1	1											3
1	1	0	Cornus amomum	Cornaceae	0	4	1	3	1	0	2	3	1	1	1									1			3
1	1	1	Cornus drummondii	Cornaceae	0	4	1	3	1	0	2	3	1		1									1			2
1	1	1	Cornus florida	Cornaceae	0	5	1	3	1	0	2	3	1	1	1												2
1	0	1	Cornus obliqua	Cornaceae	0	4	1	3	1	0	2	3	1	1	1												2
1	0	1	Cornus racemosa	Cornaceae	0	4	1	3	1	0	2	3	1		1	1		1						1			4
1	0	1	Cornus sericea	Cornaceae	0	4	1	3	1	0	2	3	1	1	1	1			1					1			5
1	1	1	Corydalis flavula	Papaveraceae	0	1	5	1	1	0	2	4	1		1									1			2
1	1	0	Corylus americana	Betulaceae	0	4	1	3	1	0	2	3	0		1	1											2
1	0	1	Cotinus coggygria	Anacardiaceae	1	"4,5"	1	3	1	0	2	2	1			1									1		2
1	1	0	Crataegus calpodendron	Rosaceae	0	4	1	3	1	1	2	3	1		1	1			1								3
1	1	0	Crataegus crus-galli	Rosaceae	0	4	1	3	1	1	2	3	1		1	1			1								3
1	0	0	Crataegus disperma	Rosaceae	0	4	1	3	1	1	2	3	1		1	1			1								3
1	0	0	Crataegus grandis	Rosaceae	0	4	1	3	1	1	2	3	1		1	1			1								3
1	0	0	Crataegus macrosperma	Rosaceae	0	4	1	3	1	1	2	3	1		1	1			1								3
1	0	0	Crataegus margarettiae	Rosaceae	0	4	1	3	1	1	2	3	1		1	1		1									3
1	1	1	Crataegus mollis	Rosaceae	0	5	1	3	1	1	2	3	1		1	1			1								3
1	0	0	Crataegus pruinosa	Rosaceae	0	4	1	3	1	1	2	3	1		1	1			1								3
1	1	1	Crataegus punctata	Rosaceae	0	4	1	3	1	1	2	3	1		1	1			1								3
1	0	0	Crataegus succulenta	Rosaceae	0	5	1	3	1	1	2	3	1		1	1			1								3
1	0	0	Croton glandulosus	Euphorbiaceae	0	1	5	1	1	0	2	1	1												1	1	2
1	1	0	Croton monanthogynus	Euphorbiaceae	0	1	5	1	1	0	2	1	1			1		1									2
1	1	1	Cryptotaenia canadensis	Apiaceae	0	1	3	3	1	0	2	1	1	1	1												2
1	1	1	Cuscuta gronovii	Convolvulaceae	0	9	5	3	1	0	2	1	1		1	1											2
1	0	0	Cuscuta polygonorum	Convolvulaceae	0	9	5	3	1	0	2	1	1			1			1								2
1	1	0	Cycloloma atriplicifolium	Amaranthaceae	0	1	5	1	1	0	2	2	0						1								1
1	1	1	Cynanchum laeve	Apocynaceae	1	8	3	3	1	0	2	2	1		1				1								2
1	1	0	Cynodon dactylon	Poaceae	1	3	4	3	3	0	2	4	0						1					1	1		3
1	1	0	Cynoglossum officinale	Boraginaceae	1	1	3	2	1	0	2	1	1		1				1						1		3
1	1	1	Cyperus bipartitus	Cyperaceae	0	3	5	1	1	0	2	"1,2"	0								1			1			2
1	1	0	Cyperus erythrorhizos	Cyperaceae	0	3	3	1	1	0	2	1	0								1			1			2
1	1	1	Cyperus esculentus	Cyperaceae	0	3	4	3	3	0	2	"1,2"	0						1						1		2
1	0	0	Cyperus lupulinus	Cyperaceae	0	3	4	3	3	0	2	"1,2"	0		1				1								2
1	0	1	Cyperus odoratus	Cyperaceae	0	3	5	"1,3"	3	0	2	3	0						1		1		1		1		4
1	1	0	Cyperus squarrosus	Cyperaceae	0	3	5	1	1	0	2	2	0								1						1
1	0	1	Cyperus strigosus	Cyperaceae	0	3	4	3	3	0	2	"1,2"	0						1		1			1			3
1	0	0	Cypripedium reginae	Orchidaceae	0	1	3	3	1	0	2	2	1	1	1						1						3
1	1	0	Cystopteris bulbifera	Dryopteridaceae	0	2	4	3	3	0	2	2	0		1												1
1	1	1	Cystopteris protrusa	Dryopteridaceae	0	2	4	3	3	0	2	2	0		1												1
1	0	0	Cystopteris tennesseensis	Dryopteridaceae	0	2	3	3	1	0	2	2	0		1												1
1	1	1	Dactylis glomerata	Poaceae	1	3	3	3	1	0	2	2	0						1						1		2
1	0	0	Dalea purpurea	Fabaceae	0	1	3	3	1	0	2	1	1					1									1
1	1	1	Danthonia spicata	Poaceae	0	3	3	3	1	0	2	1	0	1	1												2
1	0	0	Dasiphora fruticosa	Rosaceae	0	4	1	3	1	0	2	1	1								1						1
1	1	1	Dasistoma macrophylla	Scrophulariaceae	0	1	3	1	1	0	2	1	1	1	1												2
1	1	1	Datura stramonium	Solanaceae	1	1	5	1	1	0	2	3	1						1						1		2
1	1	1	Daucus carota	Apiaceae	1	1	3	2	1	0	2	4	1						1						1		2
1	1	0	Decodon verticillatus	Lythraceae	0	1	2	3	1	0	2	1	1		1						1						2
1	1	1	Delphinium tricorne	Ranunculaceae	0	1	3	3	0	0	2	1	1	1	1												2
1	1	1	Deparia acrostichoides	Dryopteridaceae	0	2	4	3	3	0	?	2	0		1	1											2
1	1	0	Deschampsia cespitosa	Poaceae	0	3	3	3	1	0	2	4	0	1	1				1		1			1			5
1	0	1	Descurainia pinnata	Brassicaceae	1	1	5	"1,2,3"	1	0	2	1	1		1	1	1		1	1		1	1	1	1		9
1	0	1	Desmanthus illinoensis	Fabaceae	0	1	3	3	1	0	2	1	1					1						1			2
1	1	1	Desmodium canadense	Fabaceae	0	1	3	3	1	0	2	4	1			1								1			2
1	1	1	Desmodium canescens	Fabaceae	0	1	3	3	1	0	2	4	1		1				1								2
1	0	1	Desmodium glabellum	Fabaceae	0	1	3	3	1	0	2	4	1		1												1
1	0	1	Desmodium glutinosum	Fabaceae	0	1	3	3	1	0	2	4	1	1	1												2
1	1	0	Desmodium nudiflorum	Fabaceae	0	1	3	3	1	0	2	4	1	1	1												2
1	1	1	Desmodium paniculatum	Fabaceae	0	1	3	3	1	0	2	4	1		1												1
1	1	0	Desmodium pauciflorum	Fabaceae	0	1	3	3	1	0	2	4	1	1	1												2
1	0	1	Desmodium perplexum	Fabaceae	0	1	3	3	1	0	2	4	1		1												1
1	0	1	Dianthus armeria	Caryophyllaceae	1	1	5	"1,2"	1	0	2	1	1						1						1		2
1	1	1	Diarrhena americana	Poaceae	0	3	4	3	3	0	2	1	0	1	1												2
1	1	1	Dicentra canadensis	Papaveraceae	0	1	4	3	3	0	2	4	1	1	1												2
1	1	1	Dicentra cucullaria	Papaveraceae	0	1	4	3	3	0	2	4	1	1	1												2
1	1	0	Dichanthelium acuminatum	Poaceae	0	3	3	3	1	0	2	1	0		1						1						2
1	1	1	Dichanthelium clandestinum	Poaceae	0	3	3	3	1	0	3	1	0		1												1
1	0	0	Dichanthelium commutatum	Poaceae	0	3	3	3	1	0	2	1	0		1												1
1	0	0	Dichanthelium latifolium	Poaceae	0	3	3	3	1	0	2	1	0		1												1
1	1	0	Dichanthelium oligosanthes	Poaceae	0	3	3	3	1	0	2	1	0		1												1
1	0	0	Digitaria cognata	Poaceae	0	3	4	3	3	0	?	1	0						1								1
1	1	1	Digitaria ischaemum	Poaceae	1	3	5	1	1	0	2	4	0						1						1		2
1	1	0	Digitaria sanguinalis	Poaceae	1	3	5	1	1	0	2	2	0						1						1		2
1	0	0	Diodia teres	Rubiaceae	0	1	5	"1,3"	1	0	2	1	1						1						1		2
1	0	1	Diospyros virginiana	Ebenaceae	0	5	1	3	1	0	2	3	1		1												1
1	0	1	Dioscorea quaternata	Dioscoreaceae	0	1	4	3	3	0	2	1	1		1	1									1		3
1	0	1	Dioscorea villosa	Dioscoreaceae	0	8	4	3	3	0	2	1	1		1	1			1								3
1	1	1	Diplazium pycnocarpon	Dryopteridaceae	0	2	3	3	3	0	2	2	0	1	1												2
1	0	1	Dipsacus fullonum	Dipsacaceae	1	1	3	2	1	1	2	4	1					1							1		2
1	0	1	Dipsacus laciniatus	Dipsacaceae	1	1	3	2	1	1	2	4	1						1						1		2
1	0	1	Dirca palustris	Thymelaeaceae	0	4	1	3	1	0	2	3	1	1	1												2
1	1	1	Dodecatheon meadia	Primulaceae	0	1	3	3	1	0	2	1	1		1				1								2
1	0	0	Doellingeria umbellata	Asteraceae	0	1	4	3	3	0	2	2	1		1				1								2
1	0	1	Draba verna	Brassicaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	0	0	Drosera intermedia	Droseraceae	0	1	3	3	1	0	2	1	1								1						1
1	0	0	Dryopteris carthusiana	Dryopteridaceae	0	2	4	3	3	0	2	2	0	1	1						1						3
1	1	0	Dryopteris cristata	Dryopteridaceae	0	2	4	3	3	0	"1,2"	2	0		1						1						2
1	0	1	Dryopteris marginalis	Dryopteridaceae	0	2	3	3	1	0	1	2	0	1	1												2
1	0	1	Duchesnea indica	Rosaceae	1	1	3	3	2	0	2	4	1						1						1		2
1	1	0	Dulichium arundinaceum	Cyperaceae	0	3	6	3	1	0	2	1	0	1	1						1						3
1	0	0	Dysphania ambrosioides	Chenopodiaceae	1	1	5	"1,3"	1	0	2	1	0												1		1
1	1	0	Dysphania botrys	Chenopodiaceae	1	1	5	1	1	0	2	1	0					1						1	1		3
1	1	0	Chenopodium botrys	Amaranthaceae	1	1	5	1	1	0	2	1	1					1						1			2
1	0	0	Dyssodia papposa	Asteraceae	1	1	5	1	1	0	2	4	1						1								1
1	0	0	Echinacea purpurea	Asteraceae	0	1	4	3	3	0	2	3	1		1				1								2
1	1	1	Echinochloa crus-galli	Poaceae	1	3	3	1	1	0	2	1	0													1	1
1	1	0	Echinocystis lobata	Cucurbitaceae	0	8	5	1	1	0	2	1	1			1											1
1	1	0	Echium vulgare	Boraginaceae	1	1	3	"1,2,3"	1	0	2	1	1						1						1		2
1	0	1	Eclipta prostrata	Asteraceae	0	1	5	"1,2"	1	0	2	3	1											1	1		2
1	0	1	Elaeagnus angustifolia	Elaeagnaceae	1	4	1	3	1	1	2	3	1		1	1									1		3
1	0	1	Elaeagnus umbellata	Elaeagnaceae	1	4	1	3	1	0	2	3	1		1	1									1		3
1	1	0	Eleocharis acicularis	Cyperaceae	0	3	4	"1,3"	3	0	2	o	0	1	1		1		1		1			1	1		7
1	0	0	Eleocharis compressa	Cyperaceae	0	3	4	3	3	0	2	o	0								1			1			2
1	1	0	Eleocharis erythropoda	Cyperaceae	0	3	6	3	3	0	2	1	0								1						1
1	0	1	Eleocharis obtusa	Cyperaceae	0	3	5	"1,3"	1	0	2	1	0								1						1
1	1	1	Eleocharis palustris	Cyperaceae	0	3	6	3	3	0	2	1	0								1						1
1	0	0	Eleocharis tenuis	Cyperaceae	0	3	4	3	3	0	2	1	0								1						1
1	1	0	Eleusine indica	Poaceae	1	3	5	1	1	0	2	2	0						1						1		2
1	1	0	Ellisia nyctelea	Boraginaceae	0	1	5	1	1	0	2	1	1						1					1			2
1	1	1	Elodea canadensis	Hydrocharitaceae	0	10	7	3	2	0	2	1	0								1						1
1	0	0	Elodea nuttallii	Hydrocharitaceae	0	10	7	3	2	0	2	1	0								1						1
1	1	1	Elymus canadensis	Poaceae	0	3	3	3	1	0	2	4	0						1					1			2
1	1	1	Elymus hystrix	Poaceae	0	3	3	3	1	0	3	1	0		1												1
1	1	1	Elymus repens	Poaceae	1	3	5	3	3	0	2	4	0						1						1		2
1	1	1	Elymus riparius	Poaceae	0	3	3	3	1	0	2	4	0	1	1									1			3
1	1	1	Elymus villosus	Poaceae	0	3	3	3	1	0	2	4	0	1	1									1			3
1	1	1	Elymus virginicus	Poaceae	0	3	3	3	1	0	2	1	0	1	1				1								3
1	1	1	Enemion biternatum	Ranunculaceae	0	1	3	3	2	0	2	1	1	1	1												2
1	1	1	Epifagus virginiana	Orobanchaceae	0	9	4	1	3	0	2	1		1	1												2
1	1	1	Epilobium coloratum	Onagraceae	0	1	3	3	1	0	2	2	1								1						1
1	0	0	Epilobium strictum	Onagraceae	0	1	4	3	3	0	2	2	1		1						1						2
1	1	1	Equisetum arvense	Equisetaceae	0	2	4	3	3	0	2	2	0		1				1					1	1		4
1	1	1	Equisetum hyemale	Equisetaceae	0	2	4	3	3	0	1	2	0								1			1			2
1	1	0	Equisetum laevigatum	Equisetaceae	0	2	4	3	3	0	2	2	0								1			1	1		3
1	0	0	Eragrostis capillaris	Poaceae	0	3	5	1	1	0	2	1	0	1	1												2
1	1	0	Eragrostis cilianensis	Poaceae	1	3	5	1	1	0	2	1	0						1						1		2
1	1	1	Eragrostis frankii	Poaceae	0	3	5	1	1	0	2	1	0						1					1			2
1	1	0	Eragrostis hypnoides	Poaceae	0	3	5	1	1	0	2	1	0								1			1			2
1	1	1	Eragrostis pectinacea	Poaceae	0	3	5	"1,3"	1	0	2	1	0						1					1	1		3
1	1	0	Eragrostis spectabilis	Poaceae	0	3	3	3	1	0	2	1	0		1				1								2
1	1	1	Erechtites hieraciifolia	Asteraceae	0	1	5	1	1	0	2	2	1		1			1			1				1		4
1	1	1	Erigenia bulbosa	Apiaceae	0	1	4	"1,3"	3	0	2	1	1	1	1												2
1	1	1	Erigeron annuus	Asteraceae	0	1	5	1	1	0	2	2	1						1						1		2
1	1	1	Erigeron philadelphicus	Asteraceae	0	1	5	"2,3"	2	0	2	2	1						1					1	1		3
1	0	1	Erigeron pulchellus	Asteraceae	0	1	3	3	2	0	2	2	1		1									1			2
1	0	0	Erigeron strigosus	Asteraceae	0	1	3	"1,2,3"	1	0	2	2	1						1						1		2
1	0	0	Eriophorum virginicum	Cyperaceae	0	3	3	3	1	0	2	2	0		1	1											2
1	0	0	Eriophorum viridicarinatum	Cyperaceae	0	3	3	3	1	0	2	2	0		1	1											2
1	0	0	Eryngium yuccifolium	Apiaceae	0	1	4	3	3	0	2	1	1		1				1								2
1	0	0	Erysimum cheiranthoides	Brassicaceae	1	1	5	"1,2"	1	0	2	1	1						1						1		2
1	0	1	Erysimum repandum	Brassicaceae	1	1	5	1	1	0	2	1	1						1						1		2
1	1	1	Erythronium albidum	Liliaceae	0	1	4	3	3	0	2	1	1		1												1
1	1	1	Erythronium americanum	Liliaceae	0	1	4	3	3	0	2	4	1	1	1												2
1	0	1	Euonymus alatus	Celastraceae	1	4	1	3	1	0	2	3	1		1										1		2
1	1	1	Euonymus atropurpureus	Celastraceae	0	4	1	3	1	0	2	3	1	1	1												2
1	0	1	Euonymus fortunei	Celastraceae	1	8	1	3	1	0	1	3	1	1	1										1		3
1	1	1	Euonymus obovatus	Celastraceae	0	4	1	3	2	0	2	3	1	1	1												2
1	1	1	Eutrochium_fistulosum	Asteraceae	0	1	3	3	1	0	2	2	1		1									1			2
1	0	1	Eupatorium album	Asteraceae	0	1	3	3	2	0	2	2	1		1												1
1	1	1	Eupatorium altissimum	Asteraceae	0	1	4	3	3	0	2	2	1		1	1											2
1	1	1	Eupatorium perfoliatum	Asteraceae	0	1	3	3	1	0	2	2	1								1						1
1	1	1	Eupatorium serotinum	Asteraceae	0	1	3	3	1	0	2	2	1		1									1			2
1	1	0	Euphorbia commutata	Euphorbiaceae	0	1	3	3	2	0	2	1	1		1												1
1	0	0	Euphorbia corollata	Euphorbiaceae	0	1	4	3	3	0	2	4	1		1				1								2
1	1	0	Euphorbia cyparissias	Euphorbiaceae	1	1	4	3	3	0	2	4	1						1						1		2
1	0	0	Euphorbia davidii	Euphorbiaceae	1	1	5	1	1	0	2	1	1												1		1
1	1	1	Euphorbia dentata	Euphorbiaceae	1	1	5	1	1	0	2	1	1						1								1
1	1	1	Euphorbia esula	Euphorbiaceae	1	1	4	3	3	0	2	4	1						1						1		2
1	1	0	Euphorbia marginata	Euphorbiaceae	1	1	5	1	1	0	2	1	1						1								1
1	1	1	Euthamia graminifolia	Asteraceae	0	1	3	3	3	0	2	2	1						1								1
1	0	0	Euthamia gymnospermoides	Asteraceae	0	1	3	3	3	0	2	2	1		1			1									2
1	1	1	Eutrochium maculatum	Asteraceae	0	1	3	3	1	0	2	2	1					1			1						2
1	1	1	Eutrochium purpureum	Asteraceae	0	1	3	3	1	0	2	2	1		1	1											2
1	1	1	Fagus grandifolia	Fagaceae	0	5	1	3	3	0	2	1	0	1	1												2
